name,gender,organization,date,location,type_of_death,attack,role,region,year
Ismail Alexandrani,Male,Freelancer,"November 29, 2015",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2015.0
İsmail Çoban,Male,Azadiya Welat,"April 21, 2018",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2018.0
Ivan Muravyou,Male,Freelancer,"August 29, 2022",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Ivan Safronov,Male,"Kommersant, Vedomosti","July 7, 2020",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Ivor Shearer,Male,Freelancer,"August 17, 2022",Afghanistan,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Jihad As'ad Mohamed,Male,Freelancer,"August 10, 2013",Syria,,Imprisoned,Journalist or Media Worker,Middle East,2013.0
Jimi'ie Kimeil,Male,Eritrea al-Haditha,"November 24, 2005",Eritrea,,Imprisoned,Journalist or Media Worker,All other countries,2005.0
Jimmy Lai Chee-ying,Male,"Apple Daily, Next Digital Limited","December 2, 2020",China,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
José Rubén Zamora Marroquín,Male,elPeriódico,"July 29, 2022",Guatemala,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Juan Lorenzo Holmann Chamorro,Male,La Prensa,"August 14, 2021",Nicaragua,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Juret Haji,Male,Xinjiang Daily,"August 6, 2018",China,,Imprisoned,Journalist or Media Worker,All other countries,2018.0
Kamiar Fakour,Male,Freelancer,"November 6, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Kao Piseth,Male,Siam Reap Tannhektar,"July 14, 2021",Cambodia,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Kasra Nouri,Male,Majzooban-e-Noor,"February 19, 2018",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2018.0
Kaung Sett Lin,Male,Myanmar Pressphoto Agency,"December 5, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Kayvan Samimi,Male,Iran-e-Farda,"December 7, 2020",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2020.0
Kenan Karavil,Male,Radyo Dünya,"December 7, 2009",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2009.0
Khaing Myint Tun (Shwe Lin Thit),Male,Freelancer,"October 22, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Khaled Abdelwahab Radwan,Male,Freelancer,"March 7, 2014",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2014.0
Khaled Sahloob,Male,Freelancer,"January 2, 2014",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2014.0
Khalid Qaderi,Male,Radio Nawruz,"March 17, 2022",Afghanistan,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Khosrow Sadeghi Borojeni,Male,Freelancer,"August 18, 2020",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2020.0
Khushruz Jumayev,Male,Pomere.info,"May 19, 2022",Tajikistan,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Kingsley Fomunyuy Njoka,Male,Freelancer,"May 15, 2020",Cameroon,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Kyaw Swar Tun,Male,Mizzima,"September 8, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Lam Man-chung,Male,"Apple Daily, Next Digital Limited","July 21, 2021",China,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Lázaro Yuri Valle Roca,Male,Freelancer,"June 15, 2021",Cuba,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Le Anh Hung,Male,Voice of America,"July 5, 2018",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2018.0
Le Huu Minh Tuan,Male,Freelancer,"June 12, 2020",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Le Manh Ha,Male,Voice of the People TV (TDTV),"January 12, 2022",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Le The Thang,Male,Bao Sach (Clean Newspaper),"July 6, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Le Trong Hung,Male,Chen Hung Nuoc Viet (CHTV),"March 27, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Le Van Dung (Le Dung Vova),Male,Chan Hung Nuoc Viet,"June 30, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Lezgin Akdeniz,Male,ARİ Production Company,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Li Xinde,Male,China Public Opinion Surveillance Net,"October 23, 2019",China,,Imprisoned,Journalist or Media Worker,All other countries,2019.0
Liu Wei'an,Male,Freelancer,"June 5, 2013",China,,Imprisoned,Journalist or Media Worker,All other countries,2013.0
Lü Gengsong,Male,Freelancer,"July 7, 2014",China,,Imprisoned,Journalist or Media Worker,All other countries,2014.0
Luo Yuwei,Male,Uighurbiz,"January or February, 2014",China,,Imprisoned,Journalist or Media Worker,All other countries,2014.0
Mahmoud Abou Zeid (Shawkan),Male,Demotix/Corbis,"August 14, 2013",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2013.0
Mahmoud al-Jaziri,Male,Al-Wasat,"December 28, 2015",Bahrain,,Imprisoned,Journalist or Media Worker,Middle East,2015.0
Mahmoud Saad Diab,Male,Al-Ahram,"September 6, 2022",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Majid Tavakoli,Male,Freelancer,"September 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Manan Dar,Male,Freelancer,"October 10, 2021",India,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Mancho Bibixy,Male,Abakwa FM,"January 17, 2017",Cameroon,,Imprisoned,Journalist or Media Worker,All other countries,2017.0
Mansour Iranpour,Male,Ashkan News and Tabnak,May 2022,Iran,,Imprisoned,Journalist or Media Worker,Middle East,
Marwan al-Mureisi,Male,Freelancer,"June 1, 2018",Saudi Arabia,,Imprisoned,Journalist or Media Worker,Middle East,2018.0
Masoud Kordpour,Male,Mukrian News Agency,"September 20, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Mattewos Habteab,Male,Meqaleh,September 2001,Eritrea,,Imprisoned,Journalist or Media Worker,All other countries,
Maung Maung Myo,Male,Mekong News,"May 10, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Mazlum Doğan Güler,Male,PİYA Production Company,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Medhanie Haile,Male,Keste Debana,September 2001,Eritrea,,Imprisoned,Journalist or Media Worker,All other countries,
Mehdi Amirpour,Male,Freelancer,"November 27, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Mehmet Ali Ertaş,Male,"Xwebûn, PEL Production Company","June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Mehmet Baransu,Male,Taraf,"March 1, 2015",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2015.0
Mehmet Şahin,Male,"PEL Production Company, Xwebûn","June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Memetjan Abdulla,Male,China National Radio,July 2009,China,,Imprisoned,Journalist or Media Worker,All other countries,
Memetjan Abliz Boriyar,Male,Kashgar Publishing House,October 2018,China,,Imprisoned,Journalist or Media Worker,All other countries,
Memtimin Obul,Male,Xinjiang Daily,"August 6, 2018",China,,Imprisoned,Journalist or Media Worker,All other countries,2018.0
Miguel Mendoza Urbina,Male,Freelancer,"June 21, 2021",Nicaragua,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Mikhail Afanasyev,Male,Novy Fokus,"April 13, 2022",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Milad Fadaei Asl,Male,Freelancer,"October 10, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Min Min Aung,Male,Freelancer,"March 16, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Min Theik Tun,Male,Regional News Agency,"December 12, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Mirkamil Ablimit,Male,Xinjiang Farmer's Daily,"August 6, 2018",China,,Imprisoned,Journalist or Media Worker,All other countries,2018.0
Mohamed Ibrahim (Mohamed Oxygen),Male,Freelancer,"September 20, 2019",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2019.0
Mohamed Mokaddem (Anis Rahmani),Male,Ennahar TV,"February 12, 2020",Algeria,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Mohamed Mostafa Moussa,Male,Freelancer,"November 7, 2022",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Mohamed Said Fahmy,Male,Freelancer,"May 31, 2018",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2018.0
Mohammad Javad Shaker Arani,Male,Sharif University Newspaper,"September 26, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Mohammad Paki,Male,Freelancer,"November 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Mohammad Sharifi Moghadam,Male,Majzooban-e-Noor,"February 19, 2018",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2018.0
Mohammad Zare-Foumani,Male,Sedaye Eslahat,"October 9, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Mohammad-Bagher Moradi,Male,Freelancer,"Disappeared on May 30, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Mostafa Abdi,Male,Majzooban-e-Noor,"February 20, 2018",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2018.0
Mostafa Mohamed Saad,Male,Al-Jazeera,"November 8, 2019",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2019.0
Mustafa Gök,Male,Ekmek ve Adalet,"February 19, 2004",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2004.0
Mustafa Ünal,Male,Zaman,"July 27, 2016",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2016.0
Myo Min Tun,Male,"Ayeyarwaddy Times, Myitmakha News Group","October 22, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Myo San Soe,Male,"Delta News Agency, Ayeyarwaddy Times","August 29, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Nasrullah Lashani,Male,Freelancer,"June 7, 2020",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2020.0
Natnael Gecho,Male,Walaita Times,"November 28, 2022",Ethiopia,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Navid Seyed-Mohammadi,Male,Islamic Republic Radio and Television,February 2021,Iran,,Imprisoned,Journalist or Media Worker,Middle East,
Nay Naw,Male,Karen Information Center (KIC),"March 28, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Nguyen Hoai Nam,Male,Freelancer,"April 3, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Nguyen Phouc Trung Bao,Male,Bao Sach (Clean Newspaper),"April 20, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Nguyen Thanh Nha,Male,Bao Sach (Clean Newspaper),"April 20, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Nguyen Tuong Thuy,Male,Radio Free Asia,"May 21, 2020",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Nguyen Van Hoa,Male,Radio Free Asia,"January 11, 2017",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2017.0
Nika Gvaramia,Male,Mtavari Arkhi,"May 16, 2022",Georgia,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Niyaz Kahar,Male,Golden Tarim,July 2009,China,,Imprisoned,Journalist or Media Worker,All other countries,
Nurgeldi Halykov,Male,Turkmen.News,"July 13, 2020",Turkmenistan,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Nyein Chan Wai,Male,Freelancer,"May 15, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Olivier Makambu,Male,Radio Communautaire pour le Renouveau du Kwango (RCRK),"November 16, 2022",Democratic Republic of the Congo,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Oloye Ayodele Samuel,Male,Taraba Truth & Facts,"November 28, 2022",Nigeria,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Omar Radi,Male,Le Desk,"July 29, 2020",Morocco,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Ömer Çelik,Male,Freelancer,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Omerjan Hasan,Male,Bozqir,April 2016,China,,Imprisoned,Journalist or Media Worker,All other countries,
Omid Tahan-Bidhendi,Male,Freelancer,"October 4, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Osman Arifmemetov,Male,Freelancer,"March 27, 2019",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2019.0
Osman Zunun,Male,Kashgar Publishing House,Early 2018,China,,Imprisoned,Journalist or Media Worker,All other countries,
Otabek Sattoriy,Male,Xalq Fikri,"January 30, 2021",Uzbekistan,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Pape Alé Niang,Male,Dakarmatin,"November 6, 2022",Senegal,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Patrick Lola,Male,Freelancer,"January 10, 2022",Democratic Republic of the Congo,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Pavel Mazheika,Male,Freelancer,"August 30, 2022",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Perhat Halmurat,Male,Uighurbiz,"January or February, 2014",China,,Imprisoned,Journalist or Media Worker,All other countries,2014.0
Pham Chi Dung,Male,Freelancer,"November 21, 2019",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2019.0
Pham Chi Thanh (Pham Thanh),Male,Freelancer,"May 21, 2020",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Phan Kim Khanh,Male,"Vietnam Weekly, Anti-corruption Newspaper","March 21, 2017",Vietnam,,Imprisoned,Journalist or Media Worker,All other countries,2017.0
Phocas Ndayizera,Male,Freelancer,"November 21, 2018",Rwanda,,Imprisoned,Journalist or Media Worker,All other countries,2018.0
Polad Aslanov,Male,"Xeberman, Press-az","June 12, 2019",Azerbaijan,,Imprisoned,Journalist or Media Worker,All other countries,2019.0
Porya Mahdavi-Moghaddam,Male,Islamic Republic News Agency (IRNA),"October 21, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Pyae Phyo Aung,Male,Zayar Times,"October 11, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Qaraman Shukri,Male,Freelancer,In Iraqi Kurdistan on 1/27/2021,Iraq,,Imprisoned,Journalist or Media Worker,Middle East,
Rabie al-Sheikh,Male,Al-Jazeera,"August 1, 2021",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2021.0
Raman Pratasevich,Male,"NEXTA, Belarus Golovnogo Mozga","May 23, 2021",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Ramazan Geciken,Male,PİYA Production Company,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Raouf Ebeid,Male,Rose al-Yousef,"July 7, 2022",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Remzi Bekirov,Male,Grani,"March 27, 2019",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2019.0
Reza Asadabadi,Male,Iranian Labour News Agency (ILNA),"November 23, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Ruhollah Nakhaee,Male,Freelancer,"September 23, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Rupesh Kumar Singh,Male,Freelancer,"July 17, 2022",India,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Rustem Sheikhaliev,Male,Freelancer,"March 27, 2019",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2019.0
Ryan Law Wai-kwong,Male,"Apple Daily, Next Digital Limited","June 16, 2021",China,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Sahle Tsegazeab (Wedi Itay),Male,Freelancer,October 2001,Eritrea,,Imprisoned,Journalist or Media Worker,All other countries,
Sai Ko Ko Tun,Male,Freelancer,"November 30, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Said Abdelkader,Male,Admas,September 2001,Eritrea,,Imprisoned,Journalist or Media Worker,All other countries,
Sajad Gul,Male,The Kashmir Walla,"January 5, 2022",India,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Sajjad Rahmani,Male,Freelancer,"November 29, 2022",Iran,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Saleh Aljazeeri,Male,"Dimtsi Hafash, Eritrea al-Haditha",February 2002,Eritrea,,Imprisoned,Journalist or Media Worker,All other countries,
Salman Güzelyüz,Male,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Sami al-Thubaiti,Male,Tawasul,September 2017,Saudi Arabia,,Imprisoned,Journalist or Media Worker,Middle East,
Sayed Ahmed al-Mosawi,Male,Freelancer,"February 10, 2014",Bahrain,,Imprisoned,Journalist or Media Worker,Middle East,2014.0
Sem Diya,Male,Battambang Post,"July 16, 2022",Cambodia,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Serdar Altan,Male,Freelancer,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Sergey Mikhaylov,Male,Listok,"April 13, 2022",Russia,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Seyithan Akyüz,Male,Azadiya Welat,"December 7, 2009",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2009.0
Seyoum Tsehaye,Male,Setit,"September 21, 2001",Eritrea,,Imprisoned,Journalist or Media Worker,All other countries,2001.0
Sherwan Amin Sherwani,Male,Freelancer,In Iraqi Kurdistan on 10/7/2020,Iraq,,Imprisoned,Journalist or Media Worker,Middle East,
Shoret Nijat,Male,Uighurbiz,"January or February, 2014",China,,Imprisoned,Journalist or Media Worker,All other countries,2014.0
Siarhei Satsuk,Male,Yezhednevnik,"December 8, 2021",Belarus,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Siddique Kappan,Male,Freelancer,"October 5, 2020",India,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Sithu Aung Myint,Male,Freelancer,"August 15, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2021.0
Soe Yarzar Tun,Male,Freelancer,"March 10, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,All other countries,2022.0
Soulaiman Raissouni,Male,Akhbar al-Youm,"May 22, 2020",Morocco,,Imprisoned,Journalist or Media Worker,All other countries,2020.0
Suat Doğuhan,Male,PİYA Production Company,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,Middle East,2022.0
Sultan al-Jumairi,Male,Freelancer,"September 1, 2018",Saudi Arabia,,Imprisoned,Journalist or Media Worker,Middle East,2018.0
Taoufik Bouachrine,Male,Akhbar al-Youm,"February 23, 2018",Morocco,,Imprisoned,Journalist or Media Worker,All other countries,2018.0
Tawfik Ghanem,Male,Anadolu,"May 21, 2021",Egypt,,Imprisoned,Journalist or Media Worker,Middle East,2021.0
