name,gender,organization,date,location,type_of_death,attack,role,region,year
Bahaa Eldin Ibrahim Neamatalla,Male,Al-Jazeera Mubasher,"February 22, 2020",Egypt,,Imprisoned,Journalist or Media Worker,,2020
Chen Jieren,Male,Jieren Guancha,"July 4, 2018",China,,Imprisoned,Journalist or Media Worker,,2018
Chen Shuqing,Male,Freelancer,"September 11, 2014",China,,Imprisoned,Journalist or Media Worker,,2014
Cheung Kim-hung,Male,Next Digital Limited,"June 16, 2021",China,,Imprisoned,Journalist or Media Worker,,2021
Chung Pui-kuen,Male,Stand News,"December 29, 2021",China,,Imprisoned,Journalist or Media Worker,,2021
Daler Bobiev (Daler Imomali),Male,Daler Imomali,"June 15, 2022",Tajikistan,,Imprisoned,Journalist or Media Worker,,2022
Dawit Habtemichael,Male,Meqaleh,"September 24, 2001",Eritrea,,Imprisoned,Journalist or Media Worker,,2001
Dawit Isaak,Male,Setit,"September 23, 2001",Eritrea,,Imprisoned,Journalist or Media Worker,,2001
De Myat Nyein (Myint Myat Aung),Male,Zayar Times,"June 26, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Deniz Nazlım,Male,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Dieudonné Niyonsenga,Male,Ishema TV,"November 11, 2021",Rwanda,,Imprisoned,Journalist or Media Worker,,2021
Dmytro Khilyuk,Male,UNIAN,Early March 2022,Russia,,Imprisoned,Journalist or Media Worker,,
Doan Kien Giang,Male,Bao Sach (Clean Newspaper),"April 20, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,,2021
Dzianis Ivashyn,Male,Freelancer,"March 12, 2021",Belarus,,Imprisoned,Journalist or Media Worker,,2021
Dzmitry Luksha,Male,Freelancer,"March 11, 2022",Belarus,,Imprisoned,Journalist or Media Worker,,2022
Dzmitry Navazhylau,Male,BelaPAN,"August 18, 2021",Belarus,,Imprisoned,Journalist or Media Worker,,2021
Ehsan Pirbornash,Male,Iran Varzeshii,"October 28, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Emrullah Acar,Male,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Ercan Gün,Male,FOX TV Turkey,"July 29, 2016",Turkey,,Imprisoned,Journalist or Media Worker,,2016
Erdal Süsem,Male,Eylül Sanat Edebiyat Dergisi,February 2010,Turkey,,Imprisoned,Journalist or Media Worker,,
Erkan Akkuş,Male,Bugün TV,"August 21, 2020",Turkey,,Imprisoned,Journalist or Media Worker,,2020
Erkin Tursun,Male,Ili Television Station,March 2018,China,,Imprisoned,Journalist or Media Worker,,
Essam al-Zamil,Male,Freelancer,"September 1, 2017",Saudi Arabia,,Imprisoned,Journalist or Media Worker,,2017
Fahad Shah,Male,The Kashmir Walla,"February 4, 2022",India,,Imprisoned,Journalist or Media Worker,,2022
Faizullah Faizbakhsh,Male,Freelancer,"August 17, 2022",Afghanistan,,Imprisoned,Journalist or Media Worker,,2022
Fardin Kamangar,Male,Goran Magazine,"October 7, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Fares Maamou,Male,Freelancer,"October 1, 2012",Syria,,Imprisoned,Journalist or Media Worker,,2012
Farshid Ghorbanpour,Male,HaftSobh (7sobh),"September 25, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Faruk Akkan,Male,Cihan News Agency,"July 27, 2016",Turkey,,Imprisoned,Journalist or Media Worker,,2016
Fevzi Yazıcı,Male,Zaman,Late July-early August 2016,Turkey,,Imprisoned,Journalist or Media Worker,,
Fung Wai-kong,Male,"Apple Daily, Next Digital Limited","July 21, 2021",China,,Imprisoned,Journalist or Media Worker,,2021
Gautam Navlakha,Male,Freelancer,"April 14, 2020",India,,Imprisoned,Journalist or Media Worker,,2020
Ghebrehiwet Keleta,Male,Tsigenay,July 2000,Eritrea,,Imprisoned,Journalist or Media Worker,,
Gheyrat Niyaz (Hailaite Niyazi),Male,Uighurbiz,"October 1, 2009",China,,Imprisoned,Journalist or Media Worker,,2009
Guhdar Zebari,Male,Wllat Media,In Iraqi Kurdistan on 10/22/2020,Iraq,,Imprisoned,Journalist or Media Worker,,
Gültekin Avcı,Male,Bugün,"September 14, 2019",Turkey,,Imprisoned,Journalist or Media Worker,,2019
Hakan Yalçın,Male,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Hamdi Mokhtar (Hamdi al-Zaeem),Male,Freelancer,"January 4, 2021",Egypt,,Imprisoned,Journalist or Media Worker,,2021
Hamed Shafiei,Male,Shargh Daily,"September 24, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Hamid Mohamed Said,Male,Eri TV,"February 15, 2002",Eritrea,,Imprisoned,Journalist or Media Worker,,2002
Hanthar Nyein,Male,Kamayut Media,"March 9, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Hassan Qambar,Male,Freelancer,"June 12, 2018",Bahrain,,Imprisoned,Journalist or Media Worker,,2018
Henadz Mazheyka,Male,Komsomolskaya Pravda,"October 1, 2021",Belarus,,Imprisoned,Journalist or Media Worker,,2021
Hisham Abdelaziz,Male,Al-Jazeera Mubasher,"June 20, 2019",Egypt,,Imprisoned,Journalist or Media Worker,,2019
Hossein Ismaeili,Male,Freelancer,"October 11, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Htun Than Aung,Male,Mekong News,"March 2, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,,2022
Hu Yazhu,Male,Nanfang Daily,"June 21, 2013",China,,Imprisoned,Journalist or Media Worker,,2013
Huang Qi,Male,64 Tianwang,"November 28, 2016",China,,Imprisoned,Journalist or Media Worker,,2016
Ibrahim Ahmed Awad,Male,Freelancer,"November 15, 2021",Jordan,,Imprisoned,Journalist or Media Worker,,2021
İbrahim Koyuncu,Male,Freelancer,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Idris Said (Abba Arre),Male,"Tsigenay, Eritrea al-Haditha",October 2001,Eritrea,,Imprisoned,Journalist or Media Worker,,
Igor Kuznetsov,Male,RusNews,"September 16, 2021",Russia,,Imprisoned,Journalist or Media Worker,,2021
Ilham Tohti,Male,Uighurbiz,"January 15, 2014",China,,Imprisoned,Journalist or Media Worker,,2014
Ilham Weli,Male,Xinjiang Daily,July 2018,China,,Imprisoned,Journalist or Media Worker,,
Iman Behpasand,Male,Freelancer,"September 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Ismail Alexandrani,Male,Freelancer,"November 29, 2015",Egypt,,Imprisoned,Journalist or Media Worker,,2015
İsmail Çoban,Male,Azadiya Welat,"April 21, 2018",Turkey,,Imprisoned,Journalist or Media Worker,,2018
Ivan Muravyou,Male,Freelancer,"August 29, 2022",Belarus,,Imprisoned,Journalist or Media Worker,,2022
Ivan Safronov,Male,"Kommersant, Vedomosti","July 7, 2020",Russia,,Imprisoned,Journalist or Media Worker,,2020
Ivor Shearer,Male,Freelancer,"August 17, 2022",Afghanistan,,Imprisoned,Journalist or Media Worker,,2022
Jihad As'ad Mohamed,Male,Freelancer,"August 10, 2013",Syria,,Imprisoned,Journalist or Media Worker,,2013
Jimi'ie Kimeil,Male,Eritrea al-Haditha,"November 24, 2005",Eritrea,,Imprisoned,Journalist or Media Worker,,2005
Jimmy Lai Chee-ying,Male,"Apple Daily, Next Digital Limited","December 2, 2020",China,,Imprisoned,Journalist or Media Worker,,2020
José Rubén Zamora Marroquín,Male,elPeriódico,"July 29, 2022",Guatemala,,Imprisoned,Journalist or Media Worker,,2022
Juan Lorenzo Holmann Chamorro,Male,La Prensa,"August 14, 2021",Nicaragua,,Imprisoned,Journalist or Media Worker,,2021
Juret Haji,Male,Xinjiang Daily,"August 6, 2018",China,,Imprisoned,Journalist or Media Worker,,2018
Kamiar Fakour,Male,Freelancer,"November 6, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Kao Piseth,Male,Siam Reap Tannhektar,"July 14, 2021",Cambodia,,Imprisoned,Journalist or Media Worker,,2021
Kasra Nouri,Male,Majzooban-e-Noor,"February 19, 2018",Iran,,Imprisoned,Journalist or Media Worker,,2018
Kaung Sett Lin,Male,Myanmar Pressphoto Agency,"December 5, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Kayvan Samimi,Male,Iran-e-Farda,"December 7, 2020",Iran,,Imprisoned,Journalist or Media Worker,,2020
Kenan Karavil,Male,Radyo Dünya,"December 7, 2009",Turkey,,Imprisoned,Journalist or Media Worker,,2009
Khaing Myint Tun (Shwe Lin Thit),Male,Freelancer,"October 22, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Khaled Abdelwahab Radwan,Male,Freelancer,"March 7, 2014",Egypt,,Imprisoned,Journalist or Media Worker,,2014
Khaled Sahloob,Male,Freelancer,"January 2, 2014",Egypt,,Imprisoned,Journalist or Media Worker,,2014
Khalid Qaderi,Male,Radio Nawruz,"March 17, 2022",Afghanistan,,Imprisoned,Journalist or Media Worker,,2022
Khosrow Sadeghi Borojeni,Male,Freelancer,"August 18, 2020",Iran,,Imprisoned,Journalist or Media Worker,,2020
Khushruz Jumayev,Male,Pomere.info,"May 19, 2022",Tajikistan,,Imprisoned,Journalist or Media Worker,,2022
Kingsley Fomunyuy Njoka,Male,Freelancer,"May 15, 2020",Cameroon,,Imprisoned,Journalist or Media Worker,,2020
Kyaw Swar Tun,Male,Mizzima,"September 8, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,,2022
Lam Man-chung,Male,"Apple Daily, Next Digital Limited","July 21, 2021",China,,Imprisoned,Journalist or Media Worker,,2021
Lázaro Yuri Valle Roca,Male,Freelancer,"June 15, 2021",Cuba,,Imprisoned,Journalist or Media Worker,,2021
Le Anh Hung,Male,Voice of America,"July 5, 2018",Vietnam,,Imprisoned,Journalist or Media Worker,,2018
Le Huu Minh Tuan,Male,Freelancer,"June 12, 2020",Vietnam,,Imprisoned,Journalist or Media Worker,,2020
Le Manh Ha,Male,Voice of the People TV (TDTV),"January 12, 2022",Vietnam,,Imprisoned,Journalist or Media Worker,,2022
Le The Thang,Male,Bao Sach (Clean Newspaper),"July 6, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,,2021
Le Trong Hung,Male,Chen Hung Nuoc Viet (CHTV),"March 27, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,,2021
Le Van Dung (Le Dung Vova),Male,Chan Hung Nuoc Viet,"June 30, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,,2021
Lezgin Akdeniz,Male,ARİ Production Company,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Li Xinde,Male,China Public Opinion Surveillance Net,"October 23, 2019",China,,Imprisoned,Journalist or Media Worker,,2019
Liu Wei'an,Male,Freelancer,"June 5, 2013",China,,Imprisoned,Journalist or Media Worker,,2013
Lü Gengsong,Male,Freelancer,"July 7, 2014",China,,Imprisoned,Journalist or Media Worker,,2014
Luo Yuwei,Male,Uighurbiz,"January or February, 2014",China,,Imprisoned,Journalist or Media Worker,,2014
Mahmoud Abou Zeid (Shawkan),Male,Demotix/Corbis,"August 14, 2013",Egypt,,Imprisoned,Journalist or Media Worker,,2013
Mahmoud al-Jaziri,Male,Al-Wasat,"December 28, 2015",Bahrain,,Imprisoned,Journalist or Media Worker,,2015
Mahmoud Saad Diab,Male,Al-Ahram,"September 6, 2022",Egypt,,Imprisoned,Journalist or Media Worker,,2022
Majid Tavakoli,Male,Freelancer,"September 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Manan Dar,Male,Freelancer,"October 10, 2021",India,,Imprisoned,Journalist or Media Worker,,2021
Mancho Bibixy,Male,Abakwa FM,"January 17, 2017",Cameroon,,Imprisoned,Journalist or Media Worker,,2017
Mansour Iranpour,Male,Ashkan News and Tabnak,May 2022,Iran,,Imprisoned,Journalist or Media Worker,,
Marwan al-Mureisi,Male,Freelancer,"June 1, 2018",Saudi Arabia,,Imprisoned,Journalist or Media Worker,,2018
Masoud Kordpour,Male,Mukrian News Agency,"September 20, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Mattewos Habteab,Male,Meqaleh,September 2001,Eritrea,,Imprisoned,Journalist or Media Worker,,
Maung Maung Myo,Male,Mekong News,"May 10, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,,2022
Mazlum Doğan Güler,Male,PİYA Production Company,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Medhanie Haile,Male,Keste Debana,September 2001,Eritrea,,Imprisoned,Journalist or Media Worker,,
Mehdi Amirpour,Male,Freelancer,"November 27, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Mehmet Ali Ertaş,Male,"Xwebûn, PEL Production Company","June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Mehmet Baransu,Male,Taraf,"March 1, 2015",Turkey,,Imprisoned,Journalist or Media Worker,,2015
Mehmet Şahin,Male,"PEL Production Company, Xwebûn","June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Memetjan Abdulla,Male,China National Radio,July 2009,China,,Imprisoned,Journalist or Media Worker,,
Memetjan Abliz Boriyar,Male,Kashgar Publishing House,October 2018,China,,Imprisoned,Journalist or Media Worker,,
Memtimin Obul,Male,Xinjiang Daily,"August 6, 2018",China,,Imprisoned,Journalist or Media Worker,,2018
Miguel Mendoza Urbina,Male,Freelancer,"June 21, 2021",Nicaragua,,Imprisoned,Journalist or Media Worker,,2021
Mikhail Afanasyev,Male,Novy Fokus,"April 13, 2022",Russia,,Imprisoned,Journalist or Media Worker,,2022
Milad Fadaei Asl,Male,Freelancer,"October 10, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Min Min Aung,Male,Freelancer,"March 16, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Min Theik Tun,Male,Regional News Agency,"December 12, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Mirkamil Ablimit,Male,Xinjiang Farmer's Daily,"August 6, 2018",China,,Imprisoned,Journalist or Media Worker,,2018
Mohamed Ibrahim (Mohamed Oxygen),Male,Freelancer,"September 20, 2019",Egypt,,Imprisoned,Journalist or Media Worker,,2019
Mohamed Mokaddem (Anis Rahmani),Male,Ennahar TV,"February 12, 2020",Algeria,,Imprisoned,Journalist or Media Worker,,2020
Mohamed Mostafa Moussa,Male,Freelancer,"November 7, 2022",Egypt,,Imprisoned,Journalist or Media Worker,,2022
Mohamed Said Fahmy,Male,Freelancer,"May 31, 2018",Egypt,,Imprisoned,Journalist or Media Worker,,2018
Mohammad Javad Shaker Arani,Male,Sharif University Newspaper,"September 26, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Mohammad Paki,Male,Freelancer,"November 22, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Mohammad Sharifi Moghadam,Male,Majzooban-e-Noor,"February 19, 2018",Iran,,Imprisoned,Journalist or Media Worker,,2018
Mohammad Zare-Foumani,Male,Sedaye Eslahat,"October 9, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Mohammad-Bagher Moradi,Male,Freelancer,"Disappeared on May 30, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Mostafa Abdi,Male,Majzooban-e-Noor,"February 20, 2018",Iran,,Imprisoned,Journalist or Media Worker,,2018
Mostafa Mohamed Saad,Male,Al-Jazeera,"November 8, 2019",Egypt,,Imprisoned,Journalist or Media Worker,,2019
Mustafa Gök,Male,Ekmek ve Adalet,"February 19, 2004",Turkey,,Imprisoned,Journalist or Media Worker,,2004
Mustafa Ünal,Male,Zaman,"July 27, 2016",Turkey,,Imprisoned,Journalist or Media Worker,,2016
Myo Min Tun,Male,"Ayeyarwaddy Times, Myitmakha News Group","October 22, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Myo San Soe,Male,"Delta News Agency, Ayeyarwaddy Times","August 29, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Nasrullah Lashani,Male,Freelancer,"June 7, 2020",Iran,,Imprisoned,Journalist or Media Worker,,2020
Natnael Gecho,Male,Walaita Times,"November 28, 2022",Ethiopia,,Imprisoned,Journalist or Media Worker,,2022
Navid Seyed-Mohammadi,Male,Islamic Republic Radio and Television,February 2021,Iran,,Imprisoned,Journalist or Media Worker,,
Nay Naw,Male,Karen Information Center (KIC),"March 28, 2022",Myanmar,,Imprisoned,Journalist or Media Worker,,2022
Nguyen Hoai Nam,Male,Freelancer,"April 3, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,,2021
Nguyen Phouc Trung Bao,Male,Bao Sach (Clean Newspaper),"April 20, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,,2021
Nguyen Thanh Nha,Male,Bao Sach (Clean Newspaper),"April 20, 2021",Vietnam,,Imprisoned,Journalist or Media Worker,,2021
Nguyen Tuong Thuy,Male,Radio Free Asia,"May 21, 2020",Vietnam,,Imprisoned,Journalist or Media Worker,,2020
Nguyen Van Hoa,Male,Radio Free Asia,"January 11, 2017",Vietnam,,Imprisoned,Journalist or Media Worker,,2017
Nika Gvaramia,Male,Mtavari Arkhi,"May 16, 2022",Georgia,,Imprisoned,Journalist or Media Worker,,2022
Niyaz Kahar,Male,Golden Tarim,July 2009,China,,Imprisoned,Journalist or Media Worker,,
Nurgeldi Halykov,Male,Turkmen.News,"July 13, 2020",Turkmenistan,,Imprisoned,Journalist or Media Worker,,2020
Nyein Chan Wai,Male,Freelancer,"May 15, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Olivier Makambu,Male,Radio Communautaire pour le Renouveau du Kwango (RCRK),"November 16, 2022",Democratic Republic of the Congo,,Imprisoned,Journalist or Media Worker,,2022
Oloye Ayodele Samuel,Male,Taraba Truth & Facts,"November 28, 2022",Nigeria,,Imprisoned,Journalist or Media Worker,,2022
Omar Radi,Male,Le Desk,"July 29, 2020",Morocco,,Imprisoned,Journalist or Media Worker,,2020
Ömer Çelik,Male,Freelancer,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Omerjan Hasan,Male,Bozqir,April 2016,China,,Imprisoned,Journalist or Media Worker,,
Omid Tahan-Bidhendi,Male,Freelancer,"October 4, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Osman Arifmemetov,Male,Freelancer,"March 27, 2019",Russia,,Imprisoned,Journalist or Media Worker,,2019
Osman Zunun,Male,Kashgar Publishing House,Early 2018,China,,Imprisoned,Journalist or Media Worker,,
Otabek Sattoriy,Male,Xalq Fikri,"January 30, 2021",Uzbekistan,,Imprisoned,Journalist or Media Worker,,2021
Pape Alé Niang,Male,Dakarmatin,"November 6, 2022",Senegal,,Imprisoned,Journalist or Media Worker,,2022
Patrick Lola,Male,Freelancer,"January 10, 2022",Democratic Republic of the Congo,,Imprisoned,Journalist or Media Worker,,2022
Pavel Mazheika,Male,Freelancer,"August 30, 2022",Belarus,,Imprisoned,Journalist or Media Worker,,2022
Perhat Halmurat,Male,Uighurbiz,"January or February, 2014",China,,Imprisoned,Journalist or Media Worker,,2014
Pham Chi Dung,Male,Freelancer,"November 21, 2019",Vietnam,,Imprisoned,Journalist or Media Worker,,2019
Pham Chi Thanh (Pham Thanh),Male,Freelancer,"May 21, 2020",Vietnam,,Imprisoned,Journalist or Media Worker,,2020
Phan Kim Khanh,Male,"Vietnam Weekly, Anti-corruption Newspaper","March 21, 2017",Vietnam,,Imprisoned,Journalist or Media Worker,,2017
Phocas Ndayizera,Male,Freelancer,"November 21, 2018",Rwanda,,Imprisoned,Journalist or Media Worker,,2018
Polad Aslanov,Male,"Xeberman, Press-az","June 12, 2019",Azerbaijan,,Imprisoned,Journalist or Media Worker,,2019
Porya Mahdavi-Moghaddam,Male,Islamic Republic News Agency (IRNA),"October 21, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Pyae Phyo Aung,Male,Zayar Times,"October 11, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Qaraman Shukri,Male,Freelancer,In Iraqi Kurdistan on 1/27/2021,Iraq,,Imprisoned,Journalist or Media Worker,,
Rabie al-Sheikh,Male,Al-Jazeera,"August 1, 2021",Egypt,,Imprisoned,Journalist or Media Worker,,2021
Raman Pratasevich,Male,"NEXTA, Belarus Golovnogo Mozga","May 23, 2021",Belarus,,Imprisoned,Journalist or Media Worker,,2021
Ramazan Geciken,Male,PİYA Production Company,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Raouf Ebeid,Male,Rose al-Yousef,"July 7, 2022",Egypt,,Imprisoned,Journalist or Media Worker,,2022
Remzi Bekirov,Male,Grani,"March 27, 2019",Russia,,Imprisoned,Journalist or Media Worker,,2019
Reza Asadabadi,Male,Iranian Labour News Agency (ILNA),"November 23, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Ruhollah Nakhaee,Male,Freelancer,"September 23, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Rupesh Kumar Singh,Male,Freelancer,"July 17, 2022",India,,Imprisoned,Journalist or Media Worker,,2022
Rustem Sheikhaliev,Male,Freelancer,"March 27, 2019",Russia,,Imprisoned,Journalist or Media Worker,,2019
Ryan Law Wai-kwong,Male,"Apple Daily, Next Digital Limited","June 16, 2021",China,,Imprisoned,Journalist or Media Worker,,2021
Sahle Tsegazeab (Wedi Itay),Male,Freelancer,October 2001,Eritrea,,Imprisoned,Journalist or Media Worker,,
Sai Ko Ko Tun,Male,Freelancer,"November 30, 2021",Myanmar,,Imprisoned,Journalist or Media Worker,,2021
Said Abdelkader,Male,Admas,September 2001,Eritrea,,Imprisoned,Journalist or Media Worker,,
Sajad Gul,Male,The Kashmir Walla,"January 5, 2022",India,,Imprisoned,Journalist or Media Worker,,2022
Sajjad Rahmani,Male,Freelancer,"November 29, 2022",Iran,,Imprisoned,Journalist or Media Worker,,2022
Saleh Aljazeeri,Male,"Dimtsi Hafash, Eritrea al-Haditha",February 2002,Eritrea,,Imprisoned,Journalist or Media Worker,,
Salman Güzelyüz,Male,Mezopotamya News Agency,"October 25, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
Sami al-Thubaiti,Male,Tawasul,September 2017,Saudi Arabia,,Imprisoned,Journalist or Media Worker,,
Sayed Ahmed al-Mosawi,Male,Freelancer,"February 10, 2014",Bahrain,,Imprisoned,Journalist or Media Worker,,2014
Sem Diya,Male,Battambang Post,"July 16, 2022",Cambodia,,Imprisoned,Journalist or Media Worker,,2022
Serdar Altan,Male,Freelancer,"June 8, 2022",Turkey,,Imprisoned,Journalist or Media Worker,,2022
